keep,query_id,type,query,overlap,passage_id,evidence,passage_text
TRUE,ood_q0071,paraphrase,Жаһандық қаржы ұйымының мәліметінше автоматтандыру әлемдегі қызметкерлердің қанша бөлігін жұмыссыз қалдыруы ықтимал?,0.167,akorda_004_p02,,"жалпы өнімнің өсімі 7 триллион долларға жақындауы мүмкін деп пайымдайды. Бұл жаңа технологиялық қалыптың түзілуіне алып келеді. Соның салдарынан экономиканың барлық секторындағы еңбек нарығының құрылымы түбегейлі өзгереді. Мәселен, Халықаралық валюта қорының бағалауынша, алдағы жылдары жасанды интеллект технологиясының енгізілуіне қарай дүние жүзіндегі жұмыс орындары 40 пайызға дейін қысқаруы мүмкін. Демек, шартараптағы жүздеген миллион адам білімін жетілдіріп, жаңа дағдыларды меңгеруге тиіс. Әлеуетті мемлекеттер ауқымы жағынан белгісіз міндеттермен бетпе-бет келіп, ұлттық білім беру жүйесін түбегейлі өзгертуге мәжбүр болады. Цифрлық технологияларды қарқынды экономикалық және қоғамдық даму тетігіне айналдыра аламыз ба? Бұл - ең басты мәселе. Аз да болса амбициясы бар елдердің келешегі аталған мәселені қаншалықты табысты шешуіне тікелей байланысты десек, артық айтқандық емес. Дәл осы себепті Қазақстан Еуразиялық экономикалық одақ органдарына төрағалық еткен жылы"
TRUE,ood_q0072,low_overlap,Роботтандыру мен алгоритмдердің дамуынан еңбек нарығындағы қысқару қандай көрсеткішке жетуі мүмкін?,0.364,akorda_004_p02,,"жалпы өнімнің өсімі 7 триллион долларға жақындауы мүмкін деп пайымдайды. Бұл жаңа технологиялық қалыптың түзілуіне алып келеді. Соның салдарынан экономиканың барлық секторындағы еңбек нарығының құрылымы түбегейлі өзгереді. Мәселен, Халықаралық валюта қорының бағалауынша, алдағы жылдары жасанды интеллект технологиясының енгізілуіне қарай дүние жүзіндегі жұмыс орындары 40 пайызға дейін қысқаруы мүмкін. Демек, шартараптағы жүздеген миллион адам білімін жетілдіріп, жаңа дағдыларды меңгеруге тиіс. Әлеуетті мемлекеттер ауқымы жағынан белгісіз міндеттермен бетпе-бет келіп, ұлттық білім беру жүйесін түбегейлі өзгертуге мәжбүр болады. Цифрлық технологияларды қарқынды экономикалық және қоғамдық даму тетігіне айналдыра аламыз ба? Бұл - ең басты мәселе. Аз да болса амбициясы бар елдердің келешегі аталған мәселені қаншалықты табысты шешуіне тікелей байланысты десек, артық айтқандық емес. Дәл осы себепті Қазақстан Еуразиялық экономикалық одақ органдарына төрағалық еткен жылы"
TRUE,ood_q0073,factoid,Қазақстанның жаңа Конституциясында алғаш рет қандай мәліметтерді қорғау құқығы бекітілді?,0.9,akorda_004_p03,,"қаншалықты табысты шешуіне тікелей байланысты десек, артық айтқандық емес. Дәл осы себепті Қазақстан Еуразиялық экономикалық одақ органдарына төрағалық еткен жылы Одақ аясында елдеріміздің бәсекеге қабілеттілігін арттыру үшін жасанды интеллект технологияларын ""төрт еркіндік"" қағидатының құралы ретінде нақты қолдануды ұсынды. Қазақстан ""ақылды"" платформаларды мемлекеттік басқару жүйесі мен экономиканың негізгі секторларына табысты енгізуде. Былтыр халыққа Жолдауымда Қазақстанды цифрлық елге айналдыру жөнінде міндет жүктедім. Бұл жұмысқа жүйелі сипат беру үшін биыл, яғни, 2026 жыл елімізде Жасанды интеллект және цифрлық даму жылы болып жарияланды. Болашақтың бағдарын айқындай отырып, біз азаматтардың цифрлық ортадағы қауіпсіздігіне баса мән береміз. Қазақстанның жаңа Конституциясында алғаш рет дербес мәліметтерді қорғау құқығы бекітілді, соның ішінде цифрлық технологияларды қолдана отырып, деректерді заңсыз жинауға, өңдеуге, пайдалануға тыйым салынды. Мұны, шын мәнінде, өте маңызды конституциялық"
TRUE,ood_q0074,paraphrase,Ата заңымызға азаматтардың жеке ақпараттарын сақтауға қатысты қандай жаңа норма қосылды?,0.182,akorda_004_p03,,"қаншалықты табысты шешуіне тікелей байланысты десек, артық айтқандық емес. Дәл осы себепті Қазақстан Еуразиялық экономикалық одақ органдарына төрағалық еткен жылы Одақ аясында елдеріміздің бәсекеге қабілеттілігін арттыру үшін жасанды интеллект технологияларын ""төрт еркіндік"" қағидатының құралы ретінде нақты қолдануды ұсынды. Қазақстан ""ақылды"" платформаларды мемлекеттік басқару жүйесі мен экономиканың негізгі секторларына табысты енгізуде. Былтыр халыққа Жолдауымда Қазақстанды цифрлық елге айналдыру жөнінде міндет жүктедім. Бұл жұмысқа жүйелі сипат беру үшін биыл, яғни, 2026 жыл елімізде Жасанды интеллект және цифрлық даму жылы болып жарияланды. Болашақтың бағдарын айқындай отырып, біз азаматтардың цифрлық ортадағы қауіпсіздігіне баса мән береміз. Қазақстанның жаңа Конституциясында алғаш рет дербес мәліметтерді қорғау құқығы бекітілді, соның ішінде цифрлық технологияларды қолдана отырып, деректерді заңсыз жинауға, өңдеуге, пайдалануға тыйым салынды. Мұны, шын мәнінде, өте маңызды конституциялық"
TRUE,ood_q0075,low_overlap,Интернеттегі азаматтардың жеке ақпаратын рұқсатсыз қолдануға тосқауыл қоятын қандай құқықтық кепілдік енгізілді?,0.25,akorda_004_p03,,"қаншалықты табысты шешуіне тікелей байланысты десек, артық айтқандық емес. Дәл осы себепті Қазақстан Еуразиялық экономикалық одақ органдарына төрағалық еткен жылы Одақ аясында елдеріміздің бәсекеге қабілеттілігін арттыру үшін жасанды интеллект технологияларын ""төрт еркіндік"" қағидатының құралы ретінде нақты қолдануды ұсынды. Қазақстан ""ақылды"" платформаларды мемлекеттік басқару жүйесі мен экономиканың негізгі секторларына табысты енгізуде. Былтыр халыққа Жолдауымда Қазақстанды цифрлық елге айналдыру жөнінде міндет жүктедім. Бұл жұмысқа жүйелі сипат беру үшін биыл, яғни, 2026 жыл елімізде Жасанды интеллект және цифрлық даму жылы болып жарияланды. Болашақтың бағдарын айқындай отырып, біз азаматтардың цифрлық ортадағы қауіпсіздігіне баса мән береміз. Қазақстанның жаңа Конституциясында алғаш рет дербес мәліметтерді қорғау құқығы бекітілді, соның ішінде цифрлық технологияларды қолдана отырып, деректерді заңсыз жинауға, өңдеуге, пайдалануға тыйым салынды. Мұны, шын мәнінде, өте маңызды конституциялық"
TRUE,ood_q0076,factoid,Қазақстан өңірімізде бірінші болып қандай компанияның озық технологиялары негізінде суперкомпьютерлерді іске қосты?,0.917,akorda_004_p04,,"бекітілді, соның ішінде цифрлық технологияларды қолдана отырып, деректерді заңсыз жинауға, өңдеуге, пайдалануға тыйым салынды. Мұны, шын мәнінде, өте маңызды конституциялық міндет деп санаймыз. Институционалдық негізді нығайтып, инновацияны кешенді түрде енгізу мақсатында Жасанды интеллект және цифрлық даму министрлігі құрылды. Жасанды интеллектіні дамыту жөніндегі кеңесті құру да пайдалы шараның бірі болды. Аталған консультативтік орган құрамы жетекші шетелдік және отандық сарапшылардан, бизнес пен мемлекеттік мекемелердің өкілдерінен жасақталды. Бұдан бөлек, біз барлық қажетті инфрақұрылымды жедел дамытуды қолға алдық. Қазақстан өңірімізде бірінші болып, осы саладағы әлемдік көшбасшы саналатын NVIDIA компаниясының озық технологиялары негізінде екі суперкомпьютерді іске қосты. ""Деректерді өңдеу орталықтарының алқабын"" құру басты міндет ретінде жарияланды. Бұл ауқымды жоба жаһандық капитал мен әлемдік технологиялық алпауыттар үшін тартымды ортаға айналды. Сонымен қатар адами капиталға қомақты қаржы"
TRUE,ood_q0077,paraphrase,Елімізде жасанды интеллект инфрақұрылымын дамыту үшін әлемдік көшбасшының қандай есептеуіш құрылғылары орнатылды?,0.667,akorda_004_p04,,"бекітілді, соның ішінде цифрлық технологияларды қолдана отырып, деректерді заңсыз жинауға, өңдеуге, пайдалануға тыйым салынды. Мұны, шын мәнінде, өте маңызды конституциялық міндет деп санаймыз. Институционалдық негізді нығайтып, инновацияны кешенді түрде енгізу мақсатында Жасанды интеллект және цифрлық даму министрлігі құрылды. Жасанды интеллектіні дамыту жөніндегі кеңесті құру да пайдалы шараның бірі болды. Аталған консультативтік орган құрамы жетекші шетелдік және отандық сарапшылардан, бизнес пен мемлекеттік мекемелердің өкілдерінен жасақталды. Бұдан бөлек, біз барлық қажетті инфрақұрылымды жедел дамытуды қолға алдық. Қазақстан өңірімізде бірінші болып, осы саладағы әлемдік көшбасшы саналатын NVIDIA компаниясының озық технологиялары негізінде екі суперкомпьютерді іске қосты. ""Деректерді өңдеу орталықтарының алқабын"" құру басты міндет ретінде жарияланды. Бұл ауқымды жоба жаһандық капитал мен әлемдік технологиялық алпауыттар үшін тартымды ортаға айналды. Сонымен қатар адами капиталға қомақты қаржы"
TRUE,ood_q0078,low_overlap,Аймақта тұңғыш рет технологиялық алпауыттың қандай қуатты аппараттық кешені іске қосылды?,0.364,akorda_004_p04,,"бекітілді, соның ішінде цифрлық технологияларды қолдана отырып, деректерді заңсыз жинауға, өңдеуге, пайдалануға тыйым салынды. Мұны, шын мәнінде, өте маңызды конституциялық міндет деп санаймыз. Институционалдық негізді нығайтып, инновацияны кешенді түрде енгізу мақсатында Жасанды интеллект және цифрлық даму министрлігі құрылды. Жасанды интеллектіні дамыту жөніндегі кеңесті құру да пайдалы шараның бірі болды. Аталған консультативтік орган құрамы жетекші шетелдік және отандық сарапшылардан, бизнес пен мемлекеттік мекемелердің өкілдерінен жасақталды. Бұдан бөлек, біз барлық қажетті инфрақұрылымды жедел дамытуды қолға алдық. Қазақстан өңірімізде бірінші болып, осы саладағы әлемдік көшбасшы саналатын NVIDIA компаниясының озық технологиялары негізінде екі суперкомпьютерді іске қосты. ""Деректерді өңдеу орталықтарының алқабын"" құру басты міндет ретінде жарияланды. Бұл ауқымды жоба жаһандық капитал мен әлемдік технологиялық алпауыттар үшін тартымды ортаға айналды. Сонымен қатар адами капиталға қомақты қаржы"
TRUE,ood_q0079,factoid,Орта білім беру жүйесіне жасанды интеллектіні ендіру жөніндегі қандай құжатқа қол қойылды?,0.75,akorda_004_p05,,"жарияланды. Бұл ауқымды жоба жаһандық капитал мен әлемдік технологиялық алпауыттар үшін тартымды ортаға айналды. Сонымен қатар адами капиталға қомақты қаржы құйып жатырмыз. Халықаралық Alem.ai орталығы жанынан Tumo және Tomorrow school жаңа буын мектептері, сондай-ақ әлемге белгілі бірқатар компанияның (Telegram, Presight) зертханалары ашылды. Екі апта бұрын ""Қазақстан Республикасының орта білім беру жүйесіне жасанды интеллектіні ендіру жөніндегі шаралар туралы"" Жарлыққа қол қойдым. Мақсатымыз - дербес білім беруге ден қоя отырып, педагогтердің біліктілігін арттыру, инфрақұрылым мен оқу стандарттарын дамыту. Қазақстан жедел цифрлық трансформацияны сапалы түрде жүргізу үшін ЕАЭО мемлекеттерімен серіктестікке және ынтымақтастыққа ашық. Менің ойымша, жаңа технологияларды, әсіресе, жасанды интеллектіні сауда және логистика саласына белсенді енгізу аса маңызды. Кедендік рәсімдерді жеделдету мақсатында ұлттық цифрлық жүйелердің байланысын күшейткен жөн. Бұл нақты уақыт режимінде барлық"
TRUE,ood_q0080,paraphrase,Мектептегі оқу процесіне жаңа технологияларды кіріктіру туралы қандай ресми шешім қабылданды?,0.455,akorda_004_p05,,"жарияланды. Бұл ауқымды жоба жаһандық капитал мен әлемдік технологиялық алпауыттар үшін тартымды ортаға айналды. Сонымен қатар адами капиталға қомақты қаржы құйып жатырмыз. Халықаралық Alem.ai орталығы жанынан Tumo және Tomorrow school жаңа буын мектептері, сондай-ақ әлемге белгілі бірқатар компанияның (Telegram, Presight) зертханалары ашылды. Екі апта бұрын ""Қазақстан Республикасының орта білім беру жүйесіне жасанды интеллектіні ендіру жөніндегі шаралар туралы"" Жарлыққа қол қойдым. Мақсатымыз - дербес білім беруге ден қоя отырып, педагогтердің біліктілігін арттыру, инфрақұрылым мен оқу стандарттарын дамыту. Қазақстан жедел цифрлық трансформацияны сапалы түрде жүргізу үшін ЕАЭО мемлекеттерімен серіктестікке және ынтымақтастыққа ашық. Менің ойымша, жаңа технологияларды, әсіресе, жасанды интеллектіні сауда және логистика саласына белсенді енгізу аса маңызды. Кедендік рәсімдерді жеделдету мақсатында ұлттық цифрлық жүйелердің байланысын күшейткен жөн. Бұл нақты уақыт режимінде барлық"
TRUE,ood_q0081,low_overlap,Балаларды оқыту саласына нейрожелілерді араластыруды реттейтін нормативтік құқықтық акт қалай бекітілді?,0.091,akorda_004_p05,,"жарияланды. Бұл ауқымды жоба жаһандық капитал мен әлемдік технологиялық алпауыттар үшін тартымды ортаға айналды. Сонымен қатар адами капиталға қомақты қаржы құйып жатырмыз. Халықаралық Alem.ai орталығы жанынан Tumo және Tomorrow school жаңа буын мектептері, сондай-ақ әлемге белгілі бірқатар компанияның (Telegram, Presight) зертханалары ашылды. Екі апта бұрын ""Қазақстан Республикасының орта білім беру жүйесіне жасанды интеллектіні ендіру жөніндегі шаралар туралы"" Жарлыққа қол қойдым. Мақсатымыз - дербес білім беруге ден қоя отырып, педагогтердің біліктілігін арттыру, инфрақұрылым мен оқу стандарттарын дамыту. Қазақстан жедел цифрлық трансформацияны сапалы түрде жүргізу үшін ЕАЭО мемлекеттерімен серіктестікке және ынтымақтастыққа ашық. Менің ойымша, жаңа технологияларды, әсіресе, жасанды интеллектіні сауда және логистика саласына белсенді енгізу аса маңызды. Кедендік рәсімдерді жеделдету мақсатында ұлттық цифрлық жүйелердің байланысын күшейткен жөн. Бұл нақты уақыт режимінде барлық"
TRUE,ood_q0082,factoid,ЕАЭО кеңістігіндегі алыс-берісті арттыруға қандай қолтаңбаны өзара тану көмектеседі?,0.9,akorda_004_p06,,"саласына белсенді енгізу аса маңызды. Кедендік рәсімдерді жеделдету мақсатында ұлттық цифрлық жүйелердің байланысын күшейткен жөн. Бұл нақты уақыт режимінде барлық құжатты тез өңдеуге, кедергілерді анықтауға және жүк ағындарын болжауға мүмкіндік береді. Электрондық цифрлық қолтаңбаны өзара тану бизнес шығындарын айтарлықтай азайтып, ЕАЭО кеңістігіндегі алыс-берісті арттыруға көмектеседі. Өнеркәсіп кооперациясын кеңейтуде жасанды интеллектінің сараптамалық әлеуетін пайдаланудың практикалық маңызы зор. Елдеріміздің азық-түлік қауіпсіздігін нығайту үшін агроөнеркәсіп кешеніне интеллектуалды жүйелерді енгізуге басымдық беру қажет. Жаңа технологияларды белсенді әрі жан-жақты қолдану ЕАЭО-ға мүше мемлекеттер экономикасының қарқынды дамуына септігін тигізетін аса маңызды фактор деп санаймын. Сонымен қатар жаңа технологиялар Еуразиялық экономикалық одақ мүшелері арасындағы ""цифрлық алшақтыққа"" себеп болмауы керек. Керісінше, ол елдеріміздің экономикаларын байланыстырып, ынтымақтастықтың қуатты құралына айналуға тиіс. Бүгін біз 2025 жылдың желтоқсанындағы менің ұсынысыма сәйкес,"
TRUE,ood_q0083,paraphrase,Ұйым аясындағы сауда-саттықты жандандыру үшін қандай виртуалды растау құралын ортақ пайдалану қажет?,0.308,akorda_004_p06,,"саласына белсенді енгізу аса маңызды. Кедендік рәсімдерді жеделдету мақсатында ұлттық цифрлық жүйелердің байланысын күшейткен жөн. Бұл нақты уақыт режимінде барлық құжатты тез өңдеуге, кедергілерді анықтауға және жүк ағындарын болжауға мүмкіндік береді. Электрондық цифрлық қолтаңбаны өзара тану бизнес шығындарын айтарлықтай азайтып, ЕАЭО кеңістігіндегі алыс-берісті арттыруға көмектеседі. Өнеркәсіп кооперациясын кеңейтуде жасанды интеллектінің сараптамалық әлеуетін пайдаланудың практикалық маңызы зор. Елдеріміздің азық-түлік қауіпсіздігін нығайту үшін агроөнеркәсіп кешеніне интеллектуалды жүйелерді енгізуге басымдық беру қажет. Жаңа технологияларды белсенді әрі жан-жақты қолдану ЕАЭО-ға мүше мемлекеттер экономикасының қарқынды дамуына септігін тигізетін аса маңызды фактор деп санаймын. Сонымен қатар жаңа технологиялар Еуразиялық экономикалық одақ мүшелері арасындағы ""цифрлық алшақтыққа"" себеп болмауы керек. Керісінше, ол елдеріміздің экономикаларын байланыстырып, ынтымақтастықтың қуатты құралына айналуға тиіс. Бүгін біз 2025 жылдың желтоқсанындағы менің ұсынысыма сәйкес,"
TRUE,ood_q0084,low_overlap,Кәсіпкерлердің құжат айналымына кететін шығындарын азайтатын технологиялық шешім қандай?,0.556,akorda_004_p06,,"саласына белсенді енгізу аса маңызды. Кедендік рәсімдерді жеделдету мақсатында ұлттық цифрлық жүйелердің байланысын күшейткен жөн. Бұл нақты уақыт режимінде барлық құжатты тез өңдеуге, кедергілерді анықтауға және жүк ағындарын болжауға мүмкіндік береді. Электрондық цифрлық қолтаңбаны өзара тану бизнес шығындарын айтарлықтай азайтып, ЕАЭО кеңістігіндегі алыс-берісті арттыруға көмектеседі. Өнеркәсіп кооперациясын кеңейтуде жасанды интеллектінің сараптамалық әлеуетін пайдаланудың практикалық маңызы зор. Елдеріміздің азық-түлік қауіпсіздігін нығайту үшін агроөнеркәсіп кешеніне интеллектуалды жүйелерді енгізуге басымдық беру қажет. Жаңа технологияларды белсенді әрі жан-жақты қолдану ЕАЭО-ға мүше мемлекеттер экономикасының қарқынды дамуына септігін тигізетін аса маңызды фактор деп санаймын. Сонымен қатар жаңа технологиялар Еуразиялық экономикалық одақ мүшелері арасындағы ""цифрлық алшақтыққа"" себеп болмауы керек. Керісінше, ол елдеріміздің экономикаларын байланыстырып, ынтымақтастықтың қуатты құралына айналуға тиіс. Бүгін біз 2025 жылдың желтоқсанындағы менің ұсынысыма сәйкес,"
TRUE,ood_q0085,factoid,Қазақстан Алтын Орда тарихын әлемдік жылнаманың қандай кезеңі ретінде қарастырады?,0.9,akorda_005_p04,,"отырған ғалымдар мен сарапшылар бұл міндетті іске асыруға елеулі үлес қосуда. Бұл маңызды жұмыста сіздер оң нәтижеге қол жеткізесіздер деп сенемін. Құрметті симпозиумға қатысушылар! Қазақстан Алтын Орда тарихын әлемдік жылнаманың күрделі, сан салалы кезеңі ретінде қарастырады. Өйткені бұған атүсті қарауға болмайды. Олай болған жағдайда әлемдік тарихтағы осындай бірегей құбылысқа қатысты ұстаным өзгереді. Ал ол мемлекеттер мен халықтар арасындағы қарым-қатынасқа сызат түсіруі мүмкін. Өкінішке қарай, әлемдік маңызы бар ірі тарихи оқиғаларды бұрмалаған мысалдар қазір де кездеседі. Геосаяси ахуал құбылып тұрған бүгінгідей заманда соғыстардың қасіретті хронологиясына байланып қалмай, адамзат тарихындағы жасампаз кезеңдер мен диалог алаңдарының нәтижелі сәттеріне мән берген жөн. Әлбетте, бұл оңай міндет емес. Себебі тарлан тарихтың бағзы дәуірлерден бастап қазіргі дейінгі шежіресінде соғыстар мен қарулы қақтығыстар өте көп кездеседі. Мұндай"
TRUE,ood_q0086,paraphrase,Еліміз Ұлық Ұлыс шежіресін жаһандық тарихтың қандай бөлшегі деп қабылдайды?,0.3,akorda_005_p04,,"отырған ғалымдар мен сарапшылар бұл міндетті іске асыруға елеулі үлес қосуда. Бұл маңызды жұмыста сіздер оң нәтижеге қол жеткізесіздер деп сенемін. Құрметті симпозиумға қатысушылар! Қазақстан Алтын Орда тарихын әлемдік жылнаманың күрделі, сан салалы кезеңі ретінде қарастырады. Өйткені бұған атүсті қарауға болмайды. Олай болған жағдайда әлемдік тарихтағы осындай бірегей құбылысқа қатысты ұстаным өзгереді. Ал ол мемлекеттер мен халықтар арасындағы қарым-қатынасқа сызат түсіруі мүмкін. Өкінішке қарай, әлемдік маңызы бар ірі тарихи оқиғаларды бұрмалаған мысалдар қазір де кездеседі. Геосаяси ахуал құбылып тұрған бүгінгідей заманда соғыстардың қасіретті хронологиясына байланып қалмай, адамзат тарихындағы жасампаз кезеңдер мен диалог алаңдарының нәтижелі сәттеріне мән берген жөн. Әлбетте, бұл оңай міндет емес. Себебі тарлан тарихтың бағзы дәуірлерден бастап қазіргі дейінгі шежіресінде соғыстар мен қарулы қақтығыстар өте көп кездеседі. Мұндай"
TRUE,ood_q0087,low_overlap,Ортағасырлық империяның өмір сүрген дәуіріне қатысты отандық тарихнаманың ресми көзқарасы қандай?,0.273,akorda_005_p04,,"отырған ғалымдар мен сарапшылар бұл міндетті іске асыруға елеулі үлес қосуда. Бұл маңызды жұмыста сіздер оң нәтижеге қол жеткізесіздер деп сенемін. Құрметті симпозиумға қатысушылар! Қазақстан Алтын Орда тарихын әлемдік жылнаманың күрделі, сан салалы кезеңі ретінде қарастырады. Өйткені бұған атүсті қарауға болмайды. Олай болған жағдайда әлемдік тарихтағы осындай бірегей құбылысқа қатысты ұстаным өзгереді. Ал ол мемлекеттер мен халықтар арасындағы қарым-қатынасқа сызат түсіруі мүмкін. Өкінішке қарай, әлемдік маңызы бар ірі тарихи оқиғаларды бұрмалаған мысалдар қазір де кездеседі. Геосаяси ахуал құбылып тұрған бүгінгідей заманда соғыстардың қасіретті хронологиясына байланып қалмай, адамзат тарихындағы жасампаз кезеңдер мен диалог алаңдарының нәтижелі сәттеріне мән берген жөн. Әлбетте, бұл оңай міндет емес. Себебі тарлан тарихтың бағзы дәуірлерден бастап қазіргі дейінгі шежіресінде соғыстар мен қарулы қақтығыстар өте көп кездеседі. Мұндай"
TRUE,ood_q0088,factoid,Қазақстанда көшпелі халықтарды жабайы күш ретінде көрсететін қандай көзқарастарды қайта қарау басталды?,0.917,akorda_005_p06,,"жеңімпаздарды жазғыруға болмайды, әлем тарихының төрінен орын алып, зерттеушілердің мақтау-мадағына ие болады. Ал шағын және орта мемлекеттер, соның ішінде майданда жеңіліс тапқан елдер тарихтың тасасында қалады. Қазақстанда саясаттың пайдасы үшін көшпелі халықтарды жабайы, бей-берекет, тарих шеңберінен тыс күш ретінде көрсетіп, қуатты дала империяларын ""мемлекет деңгейіне жете алмаған"" деп төмендететін ескі догмалар мен қасаң көзқарастарды қайта қарау үдерісі басталып кетті. Бұл ретте біз шынайы тарихнаманы қалпына келтіре отырып, өткенді әсірелеуден аулақпыз. Тарих өзіне тәнті болған жалған әрекеттерді, ортақ мұраны жекелеген халықтың қанжығасына байлап беруді кешірмейді. Кереғарлықтар мен кедергілерге толы бай тарихымызды біржақты түсіндіруге қойылатын талап ғылымның құлдырауына және өзара сенімнің жоғалуына әкелетін тұйыққа тірейді. Сонымен қатар кәсіби тарихшылар қауымдастығында ""жұмсақ күш"" пен ғылыми дипломатияның өкілдері де бар. Олар саясаткерлер қамал тұрғызатын"
TRUE,ood_q0089,paraphrase,Елімізде номадтарды бейберекет топ ретінде сипаттайтын қандай ескірген ұғымдардан арылу жүріп жатыр?,0.083,akorda_005_p06,,"жеңімпаздарды жазғыруға болмайды, әлем тарихының төрінен орын алып, зерттеушілердің мақтау-мадағына ие болады. Ал шағын және орта мемлекеттер, соның ішінде майданда жеңіліс тапқан елдер тарихтың тасасында қалады. Қазақстанда саясаттың пайдасы үшін көшпелі халықтарды жабайы, бей-берекет, тарих шеңберінен тыс күш ретінде көрсетіп, қуатты дала империяларын ""мемлекет деңгейіне жете алмаған"" деп төмендететін ескі догмалар мен қасаң көзқарастарды қайта қарау үдерісі басталып кетті. Бұл ретте біз шынайы тарихнаманы қалпына келтіре отырып, өткенді әсірелеуден аулақпыз. Тарих өзіне тәнті болған жалған әрекеттерді, ортақ мұраны жекелеген халықтың қанжығасына байлап беруді кешірмейді. Кереғарлықтар мен кедергілерге толы бай тарихымызды біржақты түсіндіруге қойылатын талап ғылымның құлдырауына және өзара сенімнің жоғалуына әкелетін тұйыққа тірейді. Сонымен қатар кәсіби тарихшылар қауымдастығында ""жұмсақ күш"" пен ғылыми дипломатияның өкілдері де бар. Олар саясаткерлер қамал тұрғызатын"
TRUE,ood_q0090,low_overlap,Дала өркениетін төмендететін идеологиялық штамптарға қатысты қандай процесс жүріп жатыр?,0.2,akorda_005_p06,,"жеңімпаздарды жазғыруға болмайды, әлем тарихының төрінен орын алып, зерттеушілердің мақтау-мадағына ие болады. Ал шағын және орта мемлекеттер, соның ішінде майданда жеңіліс тапқан елдер тарихтың тасасында қалады. Қазақстанда саясаттың пайдасы үшін көшпелі халықтарды жабайы, бей-берекет, тарих шеңберінен тыс күш ретінде көрсетіп, қуатты дала империяларын ""мемлекет деңгейіне жете алмаған"" деп төмендететін ескі догмалар мен қасаң көзқарастарды қайта қарау үдерісі басталып кетті. Бұл ретте біз шынайы тарихнаманы қалпына келтіре отырып, өткенді әсірелеуден аулақпыз. Тарих өзіне тәнті болған жалған әрекеттерді, ортақ мұраны жекелеген халықтың қанжығасына байлап беруді кешірмейді. Кереғарлықтар мен кедергілерге толы бай тарихымызды біржақты түсіндіруге қойылатын талап ғылымның құлдырауына және өзара сенімнің жоғалуына әкелетін тұйыққа тірейді. Сонымен қатар кәсіби тарихшылар қауымдастығында ""жұмсақ күш"" пен ғылыми дипломатияның өкілдері де бар. Олар саясаткерлер қамал тұрғызатын"
TRUE,ood_q0091,factoid,Алтын Орда феноменін мыңдаған жыл бойы қалыптасқан қандай кеңістіктен бөліп қарай алмаймыз?,0.917,akorda_005_p08,,"тарихының шексіз шайқастар мен ұрыстар ретінде бұрмаланып көрсетілуі нақты мысал бола алады. Мұндай сыңаржақ ұстаным Ұлы даланың, әсіресе, Алтын Орданың күрделі, көп қатпарлы өмір салтын әскери шежірелердің ойдан шығарылған өлшемдеріне салып, тарихи шындықтан алыстатады, оқиғаларды көмескілендіре түседі. Қазіргі ғылымның жоғары пәнаралық даму деңгейі Алтын Орда тарихын объективті зерттеу үдерістерін жетілдіруге мүмкіндік береді деп санаймын. Бүгінгі жиында аталған кезеңді зерттеп жүрген беделді ғалымдар бас қосып отыр. Осы орайда Алтын Орда тарихын пайымдау перспективасын кеңейтуге көмектесетін бірқатар ғылыми ізденіске байланысты өз ойымды қысқаша жеткізгім келеді. БІРІНШІ. Зияткерлік мұраны зерделеу. Алтын Орда феноменін мыңдаған жыл бойы Еуразия жүрегінде қалыптасқан бай интеллектуалдық кеңістіктен бөліп қарай алмаймыз. Орта ғасырларда Ұлы дала озық идеяларды ұсынған әлемдік орталықтардың біріне айналғаны мәлім. Орталық Еуразиядағы көшпелілер тіршілігінен, түркі-моңғол мұраларынан,"
TRUE,ood_q0092,paraphrase,Ұлыстың тарихи маңызын Еуразиядағы қандай ғылыми қазынамен бірге зерттеу керек?,0.4,akorda_005_p08,,"тарихының шексіз шайқастар мен ұрыстар ретінде бұрмаланып көрсетілуі нақты мысал бола алады. Мұндай сыңаржақ ұстаным Ұлы даланың, әсіресе, Алтын Орданың күрделі, көп қатпарлы өмір салтын әскери шежірелердің ойдан шығарылған өлшемдеріне салып, тарихи шындықтан алыстатады, оқиғаларды көмескілендіре түседі. Қазіргі ғылымның жоғары пәнаралық даму деңгейі Алтын Орда тарихын объективті зерттеу үдерістерін жетілдіруге мүмкіндік береді деп санаймын. Бүгінгі жиында аталған кезеңді зерттеп жүрген беделді ғалымдар бас қосып отыр. Осы орайда Алтын Орда тарихын пайымдау перспективасын кеңейтуге көмектесетін бірқатар ғылыми ізденіске байланысты өз ойымды қысқаша жеткізгім келеді. БІРІНШІ. Зияткерлік мұраны зерделеу. Алтын Орда феноменін мыңдаған жыл бойы Еуразия жүрегінде қалыптасқан бай интеллектуалдық кеңістіктен бөліп қарай алмаймыз. Орта ғасырларда Ұлы дала озық идеяларды ұсынған әлемдік орталықтардың біріне айналғаны мәлім. Орталық Еуразиядағы көшпелілер тіршілігінен, түркі-моңғол мұраларынан,"
